tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
701,4/1/2020 13:52,4/1/2020 14:04,3195,Sip Ave,40.7308971,-74.06391263,3191,Union St,40.7182113,-74.0836394,42494,Subscriber,1983,1
262,4/1/2020 13:55,4/1/2020 14:00,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,42289,Subscriber,1973,2
1228,4/1/2020 14:05,4/1/2020 14:25,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,42185,Subscriber,1961,1
1834,4/1/2020 14:06,4/1/2020 14:37,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42274,Subscriber,1984,1
1241,4/1/2020 14:10,4/1/2020 14:31,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3206,Hilltop,40.7311689,-74.0575736,42548,Subscriber,1991,1
3032,4/1/2020 14:20,4/1/2020 15:10,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42121,Subscriber,1983,1
900,4/1/2020 14:26,4/1/2020 14:41,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,42107,Subscriber,1977,2
305,4/1/2020 14:27,4/1/2020 14:32,3205,JC Medical Center,40.71653978,-74.04963791,3187,Warren St,40.7211236,-74.03805095,42270,Subscriber,1990,1
304,4/1/2020 14:29,4/1/2020 14:34,3270,Jersey & 6th St,40.72528911,-74.04557168,3187,Warren St,40.7211236,-74.03805095,42307,Subscriber,1981,1
253,4/1/2020 14:33,4/1/2020 14:38,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42485,Subscriber,1980,1
742,4/1/2020 14:39,4/1/2020 14:52,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,42123,Subscriber,1989,2
323,4/1/2020 14:41,4/1/2020 14:46,3193,Lincoln Park,40.7246051,-74.07840595,3679,Bergen Ave,40.72210379,-74.071455,42436,Subscriber,1987,1
295,4/1/2020 14:45,4/1/2020 14:50,3211,Newark Ave,40.72152515,-74.04630454,3269,Brunswick & 6th,40.72601173,-74.05038893,42289,Subscriber,1973,2
308,4/1/2020 14:46,4/1/2020 14:51,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42204,Subscriber,1989,1
574,4/1/2020 14:47,4/1/2020 14:57,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,42635,Subscriber,1987,1
428,4/1/2020 14:47,4/1/2020 14:55,3272,Jersey & 3rd,40.72333159,-74.04595256,3272,Jersey & 3rd,40.72333159,-74.04595256,42566,Subscriber,1952,1
546,4/1/2020 14:48,4/1/2020 14:57,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,42380,Subscriber,1988,2
521,4/1/2020 14:50,4/1/2020 14:58,3268,Lafayette Park,40.71346383,-74.06285852,3209,Brunswick St,40.7241765,-74.0506564,42491,Customer,1969,0
386,4/1/2020 14:56,4/1/2020 15:03,3202,Newport PATH,40.7272235,-74.0337589,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42502,Subscriber,1973,1
2005,4/1/2020 15:01,4/1/2020 15:35,3677,Glenwood Ave,40.72755147,-74.07106072,3193,Lincoln Park,40.7246051,-74.07840595,42497,Subscriber,1959,1
624,4/1/2020 15:02,4/1/2020 15:13,3269,Brunswick & 6th,40.72601173,-74.05038893,3194,McGinley Square,40.72533993,-74.06762213,42289,Subscriber,1986,2
952,4/1/2020 15:07,4/1/2020 15:23,3199,Newport Pkwy,40.7287448,-74.0321082,3206,Hilltop,40.7311689,-74.0575736,42123,Subscriber,1982,1
375,4/1/2020 15:19,4/1/2020 15:25,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,42380,Subscriber,1988,2
350,4/1/2020 15:20,4/1/2020 15:25,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,42385,Subscriber,1987,1
549,4/1/2020 15:22,4/1/2020 15:32,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3207,Oakland Ave,40.7376037,-74.0524783,42531,Subscriber,1982,1
101,4/1/2020 15:25,4/1/2020 15:27,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,27808,Subscriber,1993,1
377,4/1/2020 15:33,4/1/2020 15:39,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,42328,Subscriber,1985,1
288,4/1/2020 15:39,4/1/2020 15:44,3203,Hamilton Park,40.72759597,-74.04424731,3273,Manila & 1st,40.72165072,-74.04288411,42204,Subscriber,1989,1
358,4/1/2020 15:41,4/1/2020 15:47,3481,York St,40.71649,-74.04105,3186,Grove St PATH,40.71958612,-74.04311746,42611,Subscriber,1962,1
1991,4/1/2020 15:41,4/1/2020 16:14,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,42237,Subscriber,1956,1
616,4/1/2020 15:41,4/1/2020 15:52,3205,JC Medical Center,40.71653978,-74.04963791,3203,Hamilton Park,40.72759597,-74.04424731,42605,Subscriber,1968,1
1548,4/1/2020 15:42,4/1/2020 16:08,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3205,JC Medical Center,40.71653978,-74.04963791,42280,Subscriber,1994,1
418,4/1/2020 15:45,4/1/2020 15:52,3212,Christ Hospital,40.73478582,-74.05044364,3279,Dixon Mills,40.72163014,-74.04996783,42130,Subscriber,1989,2
334,4/1/2020 15:48,4/1/2020 15:54,3202,Newport PATH,40.7272235,-74.0337589,3267,Morris Canal,40.71241882,-74.03852552,42483,Subscriber,1989,1
1842,4/1/2020 16:00,4/1/2020 16:31,3481,York St,40.71649,-74.04105,3267,Morris Canal,40.71241882,-74.03852552,42552,Subscriber,1957,1
1850,4/1/2020 16:00,4/1/2020 16:31,3481,York St,40.71649,-74.04105,3267,Morris Canal,40.71241882,-74.03852552,42512,Subscriber,1956,1
377,4/1/2020 16:02,4/1/2020 16:08,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,15363,Customer,1999,1
504,4/1/2020 16:03,4/1/2020 16:11,3679,Bergen Ave,40.72210379,-74.071455,3193,Lincoln Park,40.7246051,-74.07840595,42550,Subscriber,1984,1
2554,4/1/2020 16:10,4/1/2020 16:53,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42635,Customer,1962,2
188,4/1/2020 16:12,4/1/2020 16:16,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,42145,Subscriber,1995,2
2535,4/1/2020 16:13,4/1/2020 16:56,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42121,Subscriber,1987,1
